query,normalized_query,variants,clicks,demand,competitiveness,competitiveness_set,sources,source_sheets,bucket,page_slug,page_name,page_type,priority,signals,notes
smartcash ru личный кабинет войти,smartcash ru личный кабинет войти,smartcash ru личный кабинет войти,55,46,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
zaim express ru личный кабинет,zaim express ru личный кабинет,zaim express ru личный кабинет,54,44,LOW,LOW,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
до за,до за,до за,53,124,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
кредитсевен ру личный кабинет,кредитсевен ру личный кабинет,кредитсевен ру личный кабинет,53,74,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
ааа деньги личный кабинет,ааа деньги личный кабинет,ааа деньги личный кабинет,53,58,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
otlnal ru личный кабинет вход,otlnal ru личный кабинет вход,otlnal ru личный кабинет вход,53,44,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
адкньги,адкньги,адкньги,51,92,LOW,LOW,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
где можно взять кредит через госуслуги,где можно взять кредит через госуслуги,где можно взять кредит через госуслуги,51,79,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,gosuslugi,Неочевидная релевантность к займам.
менимен личный кабинет войти,менимен личный кабинет войти,менимен личный кабинет войти,51,69,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
касширо,касширо,касширо,50,53,LOW,LOW,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
фредом кредит,фредом кредит,фредом кредит,49,78,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
svoiludi,svoiludi,svoiludi,48,60,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
где можно взять деньги под материнский капитал,где можно взять деньги под материнский капитал,где можно взять деньги под материнский капитал,47,51,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
деньги клик кз,деньги клик кз,деньги клик кз,46,61,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
денгиклик,денгиклик,денгиклик,45,67,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
да зарплаты,да зарплаты,да зарплаты,45,60,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
dengi srazy,dengi srazy,dengi srazy,45,58,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
взять деньги без процентов на карту онлайн,взять деньги без процентов на карту онлайн,взять деньги без процентов на карту онлайн,45,52,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,"online;onCard;noInterest",Неочевидная релевантность к займам.
где можно взять деньги в долг срочно на карту с плохой кредитной историей,где можно взять деньги в долг срочно на карту с плохой кредитной историей,где можно взять деньги в долг срочно на карту с плохой кредитной историей,44,47,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,"onCard;badCredit;instant",Неочевидная релевантность к займам.
каширо личный кабинет войти,каширо личный кабинет войти,каширо личный кабинет войти,43,56,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
скб финансы,скб финансы,скб финансы,43,44,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
до зарпла,до зарпла,до зарпла,43,38,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
