query,normalized_query,variants,clicks,demand,competitiveness,competitiveness_set,sources,source_sheets,bucket,page_slug,page_name,page_type,priority,signals,notes
микрозайм через госуслуги без отказов t_me_top_zaim24,микрозайм через госуслуги без отказов t_me_top_zaim24,микрозайм через госуслуги без отказов t_me_top_zaim24,596,319,LOW,LOW,microzaim,microzaim:Queries,noise,,,,exclude,"noRefusal;gosuslugi;microloan;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
взять микрозайм с просрочками creditulka,взять микрозайм с просрочками creditulka,взять микрозайм с просрочками creditulka,579,260,AVERAGE,AVERAGE,microzaim,microzaim:Queries,noise,,,,exclude,"badCredit;instant;microloan;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
срочный микрозайм на карту t_me_top_zaim24,срочный микрозайм на карту t_me_top_zaim24,срочный микрозайм на карту t_me_top_zaim24,551,281,LOW,LOW,microzaim,microzaim:Queries,noise,,,,exclude,"onCard;instant;microloan;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
лучшие микрокредиты на карту choosingbestloan,лучшие микрокредиты на карту choosingbestloan,лучшие микрокредиты на карту choosingbestloan,534,543,AVERAGE,AVERAGE,microcredit,microcredit:Queries,noise,,,,exclude,"onCard;rating;microcredit","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
микрозайм без процентов на карту онлайн choosingbestloan,микрозайм без процентов на карту онлайн choosingbestloan,микрозайм без процентов на карту онлайн choosingbestloan,523,1049,LOW,LOW,microzaim,microzaim:Queries,noise,,,,exclude,"online;onCard;noInterest;microloan;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
микрозайм со 100 процентным одобрением creditulka,микрозайм со 100 процентным одобрением creditulka,микрозайм со 100 процентным одобрением creditulka,522,219,LOW,LOW,microzaim,microzaim:Queries,noise,,,,exclude,"noRefusal;microloan;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
микрозайм онлайн на карту без проверок t_me_top_zaim24,микрозайм онлайн на карту без проверок t_me_top_zaim24,микрозайм онлайн на карту без проверок t_me_top_zaim24,500,255,LOW,LOW,microzaim,microzaim:Queries,noise,,,,exclude,"online;onCard;noChecks;microloan;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
взять микрозайм на карту t_me_top_zaim24,взять микрозайм на карту t_me_top_zaim24,взять микрозайм на карту t_me_top_zaim24,497,242,LOW,LOW,microzaim,microzaim:Queries,noise,,,,exclude,"onCard;microloan;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
микрозайм без отказа без проверки мгновенно онлайн t_me_top_zaim24,микрозайм без отказа без проверки мгновенно онлайн t_me_top_zaim24,микрозайм без отказа без проверки мгновенно онлайн t_me_top_zaim24,492,257,LOW,LOW,microzaim,microzaim:Queries,noise,,,,exclude,"online;noRefusal;instant;noChecks;microloan;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
микрозайм первый займ без процентов t_me_top_zaim24,микрозайм первый займ без процентов t_me_top_zaim24,микрозайм первый займ без процентов t_me_top_zaim24,490,270,LOW,LOW,microzaim,microzaim:Queries,noise,,,,exclude,"noInterest;firstFree;microloan;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
где взять микрозайм без отказа на карту t_me_top_zaim24,где взять микрозайм без отказа на карту t_me_top_zaim24,где взять микрозайм без отказа на карту t_me_top_zaim24,473,239,AVERAGE,AVERAGE,microzaim,microzaim:Queries,noise,,,,exclude,"onCard;noRefusal;microloan;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
микрокредит без проверок creditulka,микрокредит без проверок creditulka,микрокредит без проверок creditulka,473,217,AVERAGE,AVERAGE,microcredit,microcredit:Queries,noise,,,,exclude,"noChecks;microcredit","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
